ID,Locality,PricePr,Tenement building,Venue of the sale,Bedrooms,Living area,Kitchen type,Furnished,How many fireplaces?,Terrace,Terrace surface,Garden,Garden surface,Surface of the plot,Number of frontages,Swimming pool,Building condition,Type,Subtype
10289751,knokke-heist,430000€,No,,2.0,68.0,,,,,,,,,2.0,,To be done up,apartment,
10265002,knokke-heist,1175000€,No,,2.0,72.0,USA hyper equipped,No,,,4.0,,,,2.0,,As new,apartment,
9975633,heist-aan-zee,895000€,No,,3.0,106.0,Hyper equipped,Yes,,Yes,,,,,,,As new,apartment,
10116337,knokke-heist,1095000€,No,,3.0,98.0,USA hyper equipped,,,Yes,,,,,2.0,,As new,apartment,
10206979,blankenberge,147000€,No,,1.0,60.0,Installed,Yes,,,,,,,2.0,,Good,apartment,
9358597,brugge,258195€,No,,2.0,82.0,,,,Yes,,Yes,,,,,,apartment,
10300569,heist-aan-zee,317000€,No,,2.0,62.0,Installed,No,,,,Yes,,,2.0,,Good,apartment,
10173623,st-andries,324500€,No,,2.0,75.0,Installed,No,,,20.0,,,,,,As new,apartment,
10226669,wenduine,259000€,No,,2.0,73.0,,Yes,,,,,54.0,,2.0,,,apartment,
9774541,oostende,400000€,No,,,124.0,Installed,No,,,12.0,,,,2.0,,Good,apartment,
10307844,blankenberge,269500€,No,,1.0,70.0,Installed,No,,,8.0,,,,2.0,,,apartment,
9962268,heist-aan-zee,430000€,No,,2.0,89.0,Installed,Yes,,,10.0,,,,4.0,,As new,apartment,
10228933,knokke-heist,4600000€,No,,3.0,163.0,Hyper equipped,,,Yes,,,,,2.0,,As new,apartment,
10274156,oostende,169000€,No,,2.0,64.0,Installed,No,,,,,,,2.0,,Good,apartment,
10221863,zedelgem,339000€,No,,2.0,132.0,Hyper equipped,No,,,26.0,,,,,,As new,apartment,
10308633,oostende,259000€,No,,2.0,70.0,,No,,Yes,,,,,,,Just renovated,apartment,
10263720,zeebrugge,295000€,No,,2.0,78.0,Installed,No,,Yes,,Yes,,,1.0,,As new,apartment,
10227079,torhout,169000€,No,,2.0,106.0,,,,Yes,,,,,,,As new,apartment,
10296055,oostende,265000€,No,,2.0,75.0,,,1.0,Yes,,,,,,,As new,apartment,
9120696,middelkerke,219900€,No,,1.0,67.0,,,,Yes,,Yes,,,,,,apartment,
10274086,oostende,250000€,No,,2.0,87.0,Installed,,,,,,,,2.0,,Good,apartment,
10275615,westende,110000€,No,,1.0,30.0,Installed,No,,,,,,,,,Good,apartment,
10201723,knokke,649000€,No,,3.0,105.0,,No,,,,,,,2.0,,,apartment,
10301583,westende,329000€,No,,2.0,66.0,,Yes,,Yes,,,,,,,As new,apartment,
10241408,oostende,185000€,No,,1.0,50.0,,,,Yes,,,,,,,,apartment,
10257625,oostende,219000€,No,,2.0,98.0,Installed,No,,,6.0,,,,,,Good,apartment,
9882334,blankenberge,350750€,No,,2.0,97.0,,,,Yes,,Yes,,,,,,apartment,
10275531,blankenberge,299000€,No,,2.0,72.0,Installed,Yes,,Yes,,,,,2.0,,Good,apartment,
10213794,middelkerke,290000€,No,,2.0,73.0,Sei equipped,Yes,,Yes,,,,,2.0,,Good,apartment,
10300452,knokke-heist,575000€,No,,2.0,64.0,,No,,,5.0,Yes,,,2.0,,To renovate,apartment,
9934647,middelkerke,249000€,No,,2.0,65.0,Installed,No,,,,,,,2.0,,Good,apartment,
9651882,middelkerke,597000€,No,,4.0,176.0,Installed,No,,,25.0,,,,2.0,,Good,apartment,
10262636,knokke-heist,2395000€,No,,3.0,,Installed,No,,Yes,,,,,,,As new,apartment,
10220197,wenduine,610000€,No,,3.0,147.0,Hyper equipped,No,,Yes,,Yes,,,,,,apartment,
10267387,knokke-zoute,2950000€,No,,3.0,101.0,,No,,Yes,,,,,2.0,,As new,apartment,
10288019,knokke,1095000€,No,,3.0,100.0,Hyper equipped,Yes,,,15.0,,,,2.0,,As new,apartment,
10307802,blankenberge,309500€,No,,2.0,80.0,,No,,,7.0,,,,,,,apartment,
10280079,knokke-zoute,1165000€,No,,3.0,122.0,USA hyper equipped,,,Yes,,,,,2.0,,As new,apartment,
10310716,bredene,420000€,No,,4.0,168.0,Hyper equipped,No,,,,,,,2.0,,As new,apartment,
10173009,zedelgem,298000€,No,,2.0,103.0,Installed,No,,,49.0,,,,2.0,,,apartment,
10213821,oostende,165000€,No,,2.0,,Installed,,,,3.0,,,,2.0,,To be done up,apartment,
10217797,torhout,169000€,No,,2.0,98.0,Installed,,,Yes,,,,,,,As new,apartment,
9949695,oostende,390000€,No,,2.0,82.0,Installed,No,,,6.0,,,,2.0,,As new,apartment,
10133928,oostende,179000€,No,,2.0,62.0,Hyper equipped,Yes,,Yes,,,,,,,As new,apartment,
10035679,brugge,210000€,No,,2.0,,,No,,,,,,,2.0,,Good,apartment,
10040313,brugge,280175€,No,,2.0,90.0,,,,Yes,,Yes,,,,,,apartment,
10263947,knokke-heist-knokke,1600000€,No,,2.0,163.0,USA installed,,,Yes,,,,,,,To renovate,apartment,
9767202,oudenburg,215000€,No,,2.0,68.0,Installed,No,,,26.0,,,,2.0,,Good,apartment,
10086402,oostende,224000€,No,,2.0,92.0,Installed,No,,Yes,,,,,2.0,,Good,apartment,
9705281,knokke-heist,1750000€,No,,4.0,225.0,USA hyper equipped,No,,Yes,,,,,2.0,,As new,apartment,
10308558,blankenberge,219000€,No,,1.0,79.0,,Yes,,Yes,,Yes,,,,,,apartment,
10146755,middelkerke,268000€,No,,1.0,57.0,Installed,Yes,,,1.0,,,,2.0,,As new,apartment,
9726834,zandvoorde,129000€,No,,2.0,70.0,,,,,,,,,,,To be done up,apartment,
10188447,knokke-heist-knokke,1095000€,No,,2.0,88.0,Hyper equipped,,,Yes,,,,,2.0,,Good,apartment,
10150710,zeebrugge,209000€,No,,2.0,81.0,,No,,,20.0,,,,,,As new,apartment,
10036773,blankenberge,175000€,No,,1.0,32.0,Hyper equipped,Yes,,Yes,,,,,,,As new,apartment,
10014635,knokke,895000€,No,,2.0,88.0,,,,Yes,,,,,,,,apartment,
10214437,zeebrugge,269000€,No,,2.0,60.0,Installed,No,,Yes,,,,,2.0,,,apartment,
10121477,knokke-heist,995000€,No,,2.0,,Installed,,,,16.0,,,,2.0,,,apartment,
9832808,gistel,202500€,No,,1.0,,,,,,,,,,2.0,,Good,apartment,
10099639,oostende,248000€,No,,2.0,,,,,,,,,,,,As new,apartment,
10229975,blankenberge,349000€,No,,2.0,151.0,,No,,,4.0,,,,,,,apartment,
10191501,knokke-heist,1780000€,No,,3.0,116.0,USA hyper equipped,No,,Yes,,,,,2.0,,Good,apartment,
10216210,gistel,182000€,No,,2.0,,Hyper equipped,No,,Yes,,,,,,,Good,apartment,
10192585,middelkerke,425000€,No,,2.0,87.0,Installed,Yes,,,,,,,2.0,,Good,apartment,
10307757,blankenberge,249750€,No,,1.0,61.0,Installed,No,,,12.0,,,,,,,apartment,
10212525,blankenberge,189000€,No,,1.0,44.0,,,,Yes,,,,,,,As new,apartment,
10012659,moerkerke,331500€,No,,2.0,91.0,Hyper equipped,,,,14.0,,,,2.0,,As new,apartment,
10000439,middelkerke,352745€,No,,2.0,94.0,,,,Yes,,,,,,,,apartment,
10262772,westende,195000€,No,,2.0,60.0,,Yes,,Yes,,,,,2.0,,Good,apartment,
10048817,de-haan,155000€,No,,1.0,45.0,,,,,,,,,,,As new,apartment,
10296058,oostende,225000€,No,,1.0,62.0,Installed,No,,Yes,,Yes,,,,,,apartment,
9803866,oostende,169000€,No,,2.0,66.0,Installed,No,,,,,,,2.0,,Good,apartment,
9332792,middelkerke,385000€,No,,2.0,110.0,Installed,Yes,,Yes,,,,,,,As new,apartment,
10296274,oostende,375000€,No,,2.0,125.0,,,,,11.0,,,,,,,apartment,
10217309,de-haan,149500€,No,,1.0,55.0,Installed,No,,,,Yes,,,2.0,,Good,apartment,
10307714,blankenberge,345000€,No,,2.0,85.0,Installed,No,,Yes,,,,,2.0,,,apartment,
9713017,brugge,228500€,No,,3.0,150.0,,,,,8.0,,,,2.0,,As new,apartment,
10298282,oostende,243000€,No,,2.0,83.0,Installed,No,,,4.0,,,,4.0,,Good,apartment,
10026523,duinbergen,2995000€,No,,3.0,226.0,,,,Yes,,,,,,,,apartment,
9855444,knokke-heist,775000€,No,,3.0,86.0,,,,Yes,,,,,2.0,,,apartment,
10221353,oostende,299000€,No,,3.0,100.0,Installed,No,,,,,,,2.0,,As new,apartment,
10281740,oostende,175000€,No,,3.0,71.0,Sei equipped,No,,,,,,,2.0,,Good,apartment,
9909327,knokke,675000€,No,,2.0,70.0,,,,,,,,,,,Just renovated,apartment,
10303729,torhout,280000€,No,,3.0,,,No,,Yes,,Yes,,,2.0,,Good,apartment,
10256606,knokke,1250000€,No,,4.0,,,,,Yes,,,,,,,Just renovated,apartment,
10060189,knokke,495000€,No,,1.0,70.0,,,,,,Yes,,,,,,apartment,
10129773,oostende,225000€,No,,3.0,,Installed,No,,Yes,,,,,2.0,,As new,apartment,
10173036,zedelgem,310000€,No,,2.0,102.0,Installed,No,,,7.0,,,,2.0,,,apartment,
10261137,blankenberge,495000€,No,,2.0,79.0,Installed,No,,,12.0,,,,2.0,,,apartment,
10301468,knokke,995000€,No,,3.0,112.0,,Yes,,Yes,,,,,,,,apartment,
10196943,oostende,249000€,No,,2.0,107.0,,No,,,,,,,2.0,,Good,apartment,
10049523,knokke-heist,495000€,No,,2.0,69.0,Installed,No,,Yes,,,,,2.0,,Good,apartment,
10106170,brugge,395000€,No,,2.0,111.0,USA hyper equipped,No,,,29.0,,,,2.0,,As new,apartment,
10225355,knokke-heist,158000€,No,,1.0,35.0,Installed,No,,Yes,,,,,,,Good,apartment,
10174319,knokke,595000€,No,,2.0,76.0,,No,,,,Yes,,,,,,apartment,
9214856,knokke-heist,940000€,No,,2.0,54.0,Installed,No,,,,,,,2.0,,As new,apartment,
10131762,beernem,337600€,No,,1.0,118.0,,No,,,,,,,2.0,,,apartment,
10270291,oostende,139000€,No,,1.0,56.0,Installed,No,,,,,,,,,Good,apartment,
10173046,zedelgem,265000€,No,,2.0,76.0,Installed,No,,,23.0,,,,2.0,,,apartment,
10166305,knokke,3195000€,No,,3.0,142.0,,,,Yes,,,,,,,As new,apartment,
10306020,bredene,165000€,No,,2.0,84.0,,No,,,,,,,2.0,,,apartment,
10217399,duinbergen,995000€,No,,2.0,97.0,Installed,No,,,4.0,Yes,,,2.0,,Good,apartment,
9970670,westende,145000€,No,,1.0,54.0,,Yes,,Yes,,,,,,,To be done up,apartment,
10307848,blankenberge,327250€,No,,2.0,90.0,Installed,No,,,9.0,,,,2.0,,,apartment,
8968082,torhout,219000€,No,,2.0,,,No,,Yes,,,,,,,,apartment,
10297597,knokke,675000€,No,,2.0,55.0,,,,,,,,,,,As new,apartment,
10105196,oostende,200000€,No,,3.0,88.0,Installed,No,,,8.0,,,,2.0,,Good,apartment,
10300533,knokke-heist,895000€,No,,2.0,60.0,,,,Yes,,,,,,,Just renovated,apartment,
10028112,blankenberge,545750€,No,,3.0,136.0,,,,Yes,,Yes,,,,,,apartment,
10096350,sint-andries,147000€,No,,1.0,,,No,,,,Yes,,,,,,apartment,
9818121,middelkerke,249000€,No,,2.0,65.0,Installed,No,,,,,,,2.0,,Good,apartment,
10265430,blankenberge,320000€,No,,3.0,232.0,,,1.0,Yes,,,,,,,,apartment,
10307795,blankenberge,319500€,No,,2.0,83.0,Installed,No,,,7.0,,,,2.0,,,apartment,
10007152,oostende,145000€,No,,1.0,65.0,Installed,No,,,,,,,2.0,,Good,apartment,
10299723,knokke,497000€,No,,1.0,65.0,Hyper equipped,,,Yes,,,,,2.0,,,apartment,
10203662,knokke,725000€,No,,3.0,95.0,,,,,,,,,,,As new,apartment,
9974999,knokke-heist,595000€,No,,2.0,94.0,,,,Yes,,,,,,,As new,apartment,
9833124,ichtegem,207000€,No,,2.0,,,No,,,,,,,2.0,,,apartment,
10256293,oostkamp,350000€,No,,3.0,139.0,Installed,No,,Yes,,,,,3.0,,Good,apartment,
10287485,gistel,299000€,No,,1.0,,Installed,No,,,,,20.0,,2.0,,,apartment,
8446596,brugge,395000€,No,,2.0,119.0,Installed,,,Yes,,,,,,,As new,apartment,
10175324,brugge,235000€,No,,2.0,,Installed,No,,,,,,,,,As new,apartment,
9552581,gistel,345000€,No,,3.0,124.0,Hyper equipped,No,,,25.0,,,,,,As new,apartment,
10251455,knokke-heist,675000€,No,,2.0,62.0,USA hyper equipped,,,,,,,,2.0,,Just renovated,apartment,
10311809,brugge,360000€,No,,3.0,110.0,Installed,,,,5.0,,,,3.0,,Good,apartment,
10303435,bredene,199000€,No,,2.0,74.0,Installed,No,,,,,,,2.0,,Good,apartment,
10211309,knokke,1750000€,No,,3.0,131.0,,,,Yes,,,,,,,As new,apartment,
10173825,middelkerke,231000€,No,,1.0,104.0,Installed,No,,,,,,,2.0,,Good,apartment,
10299855,knokke,565000€,No,,2.0,92.0,Installed,No,,Yes,,,,,2.0,,Good,apartment,
10149808,zeebrugge,359500€,No,,2.0,81.0,,No,,,13.0,,,,,,As new,apartment,
10300805,oostende,325000€,No,,2.0,,,,,,,,,,,,,apartment,
9502819,knokke-heist-knokke,4600000€,No,,3.0,163.0,Hyper equipped,Yes,,,17.0,,,,2.0,,As new,apartment,
10295211,brugge,245000€,No,,2.0,80.0,,No,,,,,,,2.0,,,apartment,
10206970,westende,119000€,No,,1.0,,Hyper equipped,No,,,,,,,,,Good,apartment,
10177064,middelkerke,475000€,No,,2.0,81.0,Installed,No,,Yes,,,,,2.0,,Good,apartment,
10273388,oostende,239000€,No,,2.0,70.0,Installed,No,,,8.0,,,,2.0,,As new,apartment,
10310781,knokke-heist,795000€,No,,3.0,,,,,,,,,,,,As new,apartment,
10292940,knokke-heist,945000€,No,,3.0,88.0,USA hyper equipped,Yes,,Yes,,,,,2.0,,As new,apartment,
10268181,oostende,199000€,No,,2.0,70.0,,Yes,,,,,,,2.0,,Good,apartment,
10216268,zeebrugge,219000€,No,,2.0,62.0,Installed,No,,,5.0,,,,,,Good,apartment,
10032249,blankenberge,129000€,No,,1.0,,,,,,,,,,,,To renovate,apartment,
10231236,brugge,Starting price : 280000€,No,Link to online sale,2.0,114.0,,,,Yes,,,,,,,,apartment,
8881466,knokke-heist,520000€,No,,3.0,98.0,,No,,,,,,,2.0,,As new,apartment,
10227142,oostende,135000€,No,,1.0,,,,,,,,,,,,,apartment,
8859633,knokke-heist,209000€,No,,2.0,,,,,,,,,,2.0,,,apartment,
9821030,middelkerke,275000€,No,,3.0,81.0,Installed,No,,,6.0,,,,2.0,,,apartment,
10274530,knokke,1745000€,No,,2.0,85.0,,,,Yes,,,,,,,,apartment,
10239507,knokke-heist,1850000€,No,,3.0,125.0,,Yes,,,,,,,3.0,,As new,apartment,
10269828,westende,185000€,No,,2.0,58.0,,Yes,,,5.0,,,,,,As new,apartment,
10201685,oostende,365000€,No,,2.0,83.0,Hyper equipped,,,,8.0,Yes,,,,,,apartment,
10282158,westende,199000€,No,,1.0,43.0,,Yes,,Yes,,Yes,,,,,As new,apartment,
10124342,middelkerke,160000€,No,,1.0,44.0,Installed,Yes,,Yes,,,,,2.0,,To be done up,apartment,
10222367,torhout,344000€,No,,2.0,89.0,Installed,No,,,,,,,2.0,,Good,apartment,
10122726,oostende,179000€,No,,2.0,70.0,,No,,,5.0,,,,2.0,,Good,apartment,
10241386,oostende,339000€,No,,2.0,112.0,,,,,,,,,,,To be done up,apartment,
10303008,knokke-heist,799000€,No,,3.0,85.0,,No,,,,,,,2.0,,As new,apartment,
10208955,heist-aan-zee,360000€,No,,2.0,76.0,,No,,,,Yes,,,,,Just renovated,apartment,
10277123,knokke-heist,2700000€,No,,3.0,105.0,USA hyper equipped,No,,Yes,,,,,2.0,,As new,apartment,
10281321,knokke-heist,420000€,No,,2.0,,Installed,,,,,,,,1.0,,As new,apartment,
10252816,oostende,310000€,No,,2.0,75.0,,,,,,,,,,,Just renovated,apartment,
10276046,blankenberge,248000€,No,,1.0,64.0,,,,Yes,,,,,,,,apartment,
9860094,knokke,625000€,No,,2.0,88.0,Installed,No,,Yes,,,,,3.0,,,apartment,
10099427,knokke-heist,715000€,No,,2.0,95.0,Installed,No,,Yes,,,,,,,,apartment,
10271421,blankenberge,275000€,No,,3.0,151.0,,,,,,,,,,,As new,apartment,
10307748,blankenberge,247250€,No,,1.0,61.0,Installed,No,,,11.0,,,,,,,apartment,
10209684,zeebrugge,385000€,No,,2.0,89.0,,No,,,7.0,,,,,,Good,apartment,
10304335,knokke-zoute,2250000€,No,,3.0,117.0,Hyper equipped,No,,Yes,,Yes,,,4.0,,As new,apartment,
10206918,oudenburg,269000€,No,,2.0,89.0,Hyper equipped,No,,Yes,,,,,,,As new,apartment,
10000553,knokke,795000€,No,,2.0,60.0,,,,Yes,,,,,,,Just renovated,apartment,
10088150,blankenberge,150000€,No,,1.0,45.0,Installed,No,,,,,,,,,Good,apartment,
10114315,torhout,169000€,No,,2.0,106.0,Installed,No,,,,,,,,,,apartment,
10150392,wenduine,625000€,No,,3.0,146.0,,No,,,14.0,,,,,,As new,apartment,
8235986,heist-aan-zee,499000€,No,,3.0,,,,,,,,,,2.0,,,apartment,
10248137,zedelgem,369000€,No,,2.0,86.0,Hyper equipped,,,,7.0,,,,3.0,,As new,apartment,
10305048,oostende,175000€,No,,2.0,,,No,,Yes,,,,,2.0,,,apartment,
10211089,blankenberge,275000€,No,,2.0,,Installed,Yes,,Yes,,,,,,,Good,apartment,
10132408,knokke-heist,1345000€,No,,3.0,110.0,,No,,Yes,,,,,2.0,,Good,apartment,
10307787,blankenberge,319500€,No,,2.0,86.0,Installed,No,,,10.0,,,,,,,apartment,
10312436,heist-aan-zee,395000€,No,,2.0,80.0,Installed,No,,,,,,,2.0,,,apartment,
9246623,knokke-heist,449000€,No,,1.0,56.0,,,,Yes,,Yes,,,,,,apartment,
10248895,brugge,375000€,No,,2.0,79.0,,No,,,5.0,,,,4.0,,Good,apartment,
10266131,oostende,469000€,No,,2.0,102.0,Hyper equipped,No,,Yes,,,,,,,As new,apartment,
10291815,blankenberge,130000€,No,,1.0,42.0,,,,,5.0,Yes,,,,,To be done up,apartment,
10043561,knokke-heist,795000€,No,,2.0,60.0,USA installed,Yes,,Yes,,,,,2.0,,Just renovated,apartment,
10150518,oostende,551000€,No,,2.0,105.0,,No,,,86.0,,,,,,As new,apartment,
10303103,oostende,120000€,No,,2.0,70.0,Installed,No,,,,,,,,,Good,apartment,
10219160,aartrijke,139000€,No,,2.0,94.0,Installed,No,,,,,,,2.0,,Good,apartment,
10241145,lombardsijde,235000€,No,,2.0,86.0,Installed,No,,,,,,,2.0,,As new,apartment,
10229217,oostende,235000€,No,,2.0,91.0,Installed,No,,,10.0,,,,2.0,,Good,apartment,
10310818,oostende,280000€,No,,2.0,96.0,Installed,No,,,,,,,,,,apartment,
10174920,oostende,349000€,No,,3.0,110.0,Installed,No,,,12.0,,,,2.0,,As new,apartment,
10307737,blankenberge,247250€,No,,1.0,64.0,Installed,No,,,8.0,,,,,,,apartment,
10110646,gistel,259000€,No,,2.0,105.0,Sei equipped,No,,,,,,,2.0,,Good,apartment,
10298595,blankenberge,256500€,No,,1.0,67.0,Installed,No,,,6.0,,,,2.0,,,apartment,
10262800,middelkerke,495000€,No,,2.0,80.0,Installed,No,,,5.0,,,,2.0,,As new,apartment,
8746466,knokke,950000€,No,,2.0,157.0,Installed,No,,,,Yes,,,2.0,,Good,apartment,
10051455,oostende,230000€,No,,1.0,75.0,Installed,Yes,,,,,,,2.0,,Good,apartment,
9344875,blankenberge,139000€,No,,2.0,,,,,,,,,,,,As new,apartment,
10011942,middelkerke,290000€,No,,2.0,58.0,Installed,Yes,,Yes,,,,,2.0,,Good,apartment,
10307755,blankenberge,352000€,No,,2.0,87.0,Installed,No,,,12.0,,,,2.0,,,apartment,
10304680,oostende,350000€,No,,2.0,93.0,Hyper equipped,,,Yes,,,,,,,,apartment,
9854921,knokke-heist,515000€,No,,2.0,,Hyper equipped,No,,,,,,,,,As new,apartment,
10302442,knokke,670000€,No,,3.0,,,No,,,,,,,,,,apartment,
10108698,middelkerke,160000€,No,,1.0,44.0,Installed,Yes,,,,,,,2.0,,To be done up,apartment,
10256836,knokke,1250000€,No,,4.0,121.0,,,,Yes,,,,,2.0,,Just renovated,apartment,
10289556,knokke-zoute,2950000€,No,,3.0,150.0,Installed,No,,,,,,,,,As new,apartment,
10138550,knokke-heist,645000€,No,,2.0,,,,,,,Yes,,,,,,apartment,
10278569,middelkerke,365000€,No,,1.0,58.0,Sei equipped,Yes,,Yes,,,,,2.0,,Good,apartment,
10262995,brugge,185000€,No,,2.0,77.0,Sei equipped,No,,,4.0,,,,3.0,,To be done up,apartment,
10274561,knokke-heist,1350000€,No,,2.0,,,,,Yes,,,,,,,Just renovated,apartment,
10276023,de-haan,215000€,No,,1.0,44.0,Hyper equipped,Yes,,Yes,,,,,,,Just renovated,apartment,
10162465,middelkerke,475000€,No,,2.0,81.0,Installed,No,,Yes,,,,,2.0,,Good,apartment,
10251339,het-zoute,2800000€,No,,4.0,169.0,Installed,No,,,,,312.0,,2.0,,As new,apartment,
9793453,middelkerke,125000€,No,,1.0,,,No,,,,,,,,,,apartment,
10124347,oostende,199000€,No,,2.0,101.0,Installed,No,,,,,,,2.0,,Good,apartment,
10249906,lissewege,363000€,No,,3.0,131.0,,No,,,,,,,2.0,,Good,apartment,
9883565,sint-michiels,925000€,No,,6.0,240.0,Installed,No,,Yes,,,,,3.0,,As new,apartment,
10222312,blankenberge,379500€,No,,3.0,120.0,Installed,No,,,,,,,2.0,,Good,apartment,
10254322,assebroek,220000€,No,,2.0,51.0,Hyper equipped,No,,,1.0,,,,2.0,,Good,apartment,
10125831,lombardsijde,240000€,No,,2.0,70.0,,,,Yes,,,,,,,As new,apartment,
10307765,blankenberge,357000€,No,,2.0,87.0,Installed,No,,,12.0,,,,2.0,,,apartment,
10092167,sint-andries,220000€,No,,,93.0,,No,,,,,,,2.0,,Good,apartment,
9924487,sint-michiels,430000€,No,,3.0,113.0,Installed,No,,,24.0,,,,3.0,,As new,apartment,
10289263,blankenberge,200000€,No,,2.0,75.0,Installed,No,,,,,,,2.0,,Good,apartment,
10278300,blankenberge,399000€,No,,2.0,80.0,Installed,No,,,,,,,2.0,,,apartment,
10307788,blankenberge,257250€,No,,1.0,61.0,Installed,No,,,11.0,,,,,,,apartment,
9767544,oostende,218000€,No,,2.0,81.0,Installed,Yes,,,,,,,2.0,,Good,apartment,
10181162,oostende,175000€,No,,1.0,38.0,Hyper equipped,No,,Yes,,,,,,,As new,apartment,
10125295,oostende,239000€,No,,2.0,99.0,Installed,No,,,2.0,,,,2.0,,Good,apartment,
10261413,heist-aan-zee,223000€,No,,1.0,54.0,,No,,,,,,,2.0,,,apartment,
10100033,middelkerke,498000€,No,,2.0,81.0,Installed,No,,,,,,,2.0,,Good,apartment,
10280061,knokke-heist-knokke,1350000€,No,,2.0,75.0,USA hyper equipped,,,Yes,,,,,2.0,,As new,apartment,
10303101,knokke-heist,350000€,No,,2.0,,,No,,Yes,,,,,,,To be done up,apartment,
10233059,knokke-heist,925000€,No,,2.0,68.0,Installed,No,,,,,,,2.0,,To renovate,apartment,
10243957,knokke-heist,2995000€,No,,3.0,115.0,Hyper equipped,No,,,45.0,,,,,,As new,apartment,
10058686,knokke,930000€,No,,2.0,68.0,USA hyper equipped,,,,,Yes,,,2.0,,Just renovated,apartment,
10016745,sijsele,325000€,No,,2.0,99.0,,,,,,,,,,,As new,apartment,
10181026,oostende,200000€,No,,2.0,,,,,,,,,,,,Good,apartment,
8968085,torhout,230500€,No,,2.0,,,No,,Yes,,,,,,,,apartment,
10307738,blankenberge,262250€,No,,1.0,61.0,Installed,No,,,9.0,,,,2.0,,,apartment,
10081111,knokke-heist,595000€,No,,2.0,96.0,Hyper equipped,No,,Yes,,,,,3.0,,Good,apartment,
9957674,blankenberge,256500€,No,,1.0,67.0,,No,,Yes,,,,,,,,apartment,
10058688,knokke-zoute,590000€,No,,2.0,46.0,USA hyper equipped,No,,Yes,,Yes,,,2.0,,Just renovated,apartment,
10278294,blankenberge,399000€,No,,2.0,80.0,Installed,No,,,,,,,2.0,,,apartment,
10301475,middelkerke,320000€,No,,2.0,58.0,,,,Yes,,,,,,,,apartment,
10264469,leffinge,325000€,No,,2.0,110.0,Installed,No,,Yes,,,,,,,Good,apartment,
9835277,brugge,227000€,No,,3.0,96.0,,No,,,,,,,2.0,,Good,apartment,
10304283,oostende,275000€,No,,2.0,90.0,,,,,42.0,,,,,,To renovate,apartment,
10289253,knokke-heist,380000€,No,,2.0,93.0,,No,,,,,,,2.0,,,apartment,
10051652,oostende,230000€,No,,1.0,75.0,,Yes,,,,,,,,,To be done up,apartment,
9998374,knokke-heist,675000€,No,,2.0,,,Yes,,,,,,,,,,apartment,
10288964,knokke-heist,1175000€,No,,2.0,78.0,USA hyper equipped,Yes,,,,,,,2.0,,Just renovated,apartment,
10277168,knokke-heist,2700000€,No,,3.0,90.0,Hyper equipped,Yes,,Yes,,,,,4.0,,As new,apartment,
9434519,knokke,2350000€,No,,2.0,128.0,,,,Yes,,,,,,,,apartment,
10251382,knokke,1350000€,No,,2.0,,,Yes,,,,,,,2.0,,Just renovated,apartment,
9985020,oostende,258500€,No,,2.0,68.0,Installed,,,,,,,,,,Just renovated,apartment,
10201448,blankenberge,137000€,No,,1.0,60.0,Installed,Yes,,,,,,,2.0,,Good,apartment,
10214705,knokke,575000€,No,,2.0,67.0,,,,Yes,,,,,,,,apartment,
10014660,blankenberge,495000€,No,,2.0,,,No,,Yes,,,,,,,,apartment,
10297767,brugge,377000€,No,,1.0,86.0,,,,,19.0,,,,,,As new,apartment,
9455607,westende,209000€,No,,1.0,62.0,Hyper equipped,No,,Yes,,,,,,,As new,apartment,
9323858,blankenberge,373000€,No,,2.0,,,,,Yes,,,,,2.0,,As new,apartment,
10191182,sint-michiels,236000€,No,,2.0,100.0,,No,,Yes,,,,,,,To renovate,apartment,
10045585,blankenberge,295000€,No,,2.0,,USA hyper equipped,Yes,,Yes,,,,,2.0,,Good,apartment,
10168703,blankenberge,220000€,No,,1.0,59.0,,,,Yes,,,,,,,,apartment,
10123916,knokke-heist,675000€,No,,2.0,70.0,USA hyper equipped,Yes,,,,,,,2.0,,As new,apartment,
9827224,oostende,165000€,No,,1.0,60.0,,No,,,8.0,,,,2.0,,Good,apartment,
10294131,het-zoute,995000€,No,,2.0,76.0,,No,,,,,,,2.0,,,apartment,
8833216,blankenberge,179800€,No,,1.0,,,Yes,,,,,,,,,,apartment,
10292308,knokke,480000€,No,,2.0,93.0,,No,,,,Yes,,,,,As new,apartment,
10307257,knokke-heist,795000€,No,,2.0,60.0,,No,,Yes,,,,,2.0,,As new,apartment,
10288567,knokke,775000€,No,,3.0,90.0,,No,,,,Yes,,,,,,apartment,
9769978,oostende,419000€,No,,2.0,143.0,,,,Yes,,,,,,,,apartment,
9800401,heist-aan-zee,395000€,No,,3.0,,,,,,,,,,2.0,,As new,apartment,
10265064,knokke-heist,675000€,No,,2.0,50.0,USA sei equipped,Yes,,,,,,,2.0,,Just renovated,apartment,
10300613,brugge-sint-michiels,228000€,No,,2.0,102.0,Installed,No,,,4.0,,,,2.0,,As new,apartment,
10238611,brugge,369500€,No,,2.0,105.0,Hyper equipped,,,,10.0,,,,2.0,,,apartment,
10009016,middelkerke,449000€,No,,2.0,75.0,Not installed,No,,,,,,,2.0,,Just renovated,apartment,
9934644,middelkerke,449000€,No,,2.0,75.0,Not installed,No,,,,,,,2.0,,Just renovated,apartment,
10132158,knokke,675000€,No,,2.0,55.0,Installed,,,,,,,,2.0,,Just renovated,apartment,
