ID,Locality,PricePr,Tenement building,Venue of the sale,Bedrooms,Living area,Kitchen type,Furnished,How many fireplaces?,Terrace,Terrace surface,Garden,Garden surface,Surface of the plot,Number of frontages,Swimming pool,Building condition,Type,Subtype
9940165,ruddervoorde,526250€,No,,3.0,198.0,,No,,,15.0,,487.0,5352.0,4.0,,As new,house,
10106732,brugge,1149000€,Yes,,10.0,579.0,Installed,No,,,,,53.0,277.0,2.0,,As new,house,
10257052,blankenberge,1350000€,Yes,,7.0,409.0,Hyper equipped,No,,Yes,,,,543.0,2.0,,Good,house,
10308726,knokke-zoute,1375000€,No,,5.0,180.0,Hyper equipped,No,1.0,,,,,145.0,2.0,,As new,house,
10057850,oostende,325000€,No,,3.0,135.0,,No,,,,,,115.0,2.0,,As new,house,
9529103,brugge,1995000€,No,,3.0,,,,,,,,,,,,,house,
10190344,bredene,609000€,No,,4.0,235.0,Hyper equipped,No,,,,Yes,,715.0,,,As new,house,
10301044,torhout,385000€,No,,3.0,211.0,Installed,No,,,,,,750.0,4.0,,Good,house,
10236846,bruges,1850000€,Yes,,,637.0,Installed,,,,50.0,,,,2.0,,Just renovated,house,
10264742,damme,749000€,No,,3.0,177.0,,,,Yes,,,,175.0,,,As new,house,
10269553,beernem,465000€,No,,4.0,172.0,,,,,,Yes,,722.0,,,,house,
10309849,middelkerke,980000€,No,,4.0,280.0,,No,,,,,,18362.0,4.0,,Good,house,
10132030,beernem,376000€,No,,3.0,,,,,,,Yes,,425.0,,,,house,
10284134,sint-michiels,430000€,No,,4.0,,,No,,,,Yes,,637.0,,,To renovate,house,
10240340,brugge,530000€,Yes,,6.0,,Sei equipped,No,,Yes,,,,201.0,3.0,,,house,
10148184,middelkerke,344500€,No,,5.0,,,,,Yes,,,,374.0,2.0,,Good,house,
10178030,knokke-zoute,3700000€,No,,7.0,277.0,Not installed,No,,Yes,,,,561.0,3.0,,To renovate,house,
10265462,heist-aan-zee,395000€,No,,3.0,138.0,Installed,No,,Yes,,Yes,,133.0,2.0,,Good,house,
10255538,sint-kruis,419000€,No,,4.0,142.0,Installed,No,,Yes,,,350.0,477.0,3.0,,As new,house,
10022749,oostende,335000€,Yes,,6.0,,Installed,No,,,,,33.0,142.0,2.0,,,house,
10163029,oostkamp,349000€,No,,3.0,195.0,Installed,,1.0,,47.0,,206.0,330.0,2.0,,Good,house,
10258977,oedelem,398000€,No,,6.0,,,,,,,Yes,,709.0,,,As new,house,
10260296,eernegem,398000€,No,,3.0,127.0,Installed,No,,,,Yes,,790.0,,,Good,house,
9974272,brugge,1750000€,Yes,,,1000.0,USA hyper equipped,,,Yes,,,,1255.0,3.0,,Good,house,
10151359,knokke-heist,749000€,No,,3.0,162.0,,No,,,,,,,,,To be done up,house,
10146314,zuienkerke,349000€,No,,3.0,316.0,,,,Yes,,,,278.0,,,,house,
10190927,brugge,395000€,No,,3.0,,,,,Yes,,,,114.0,,,,house,
10172085,st-kruis,574000€,,,4.0,200.0,Installed,No,,Yes,,,500.0,627.0,4.0,,As new,house,
10246763,oostkerke,459000€,No,,3.0,145.0,,No,,,,,,637.0,3.0,,,house,
10168880,oostkamp,648729€,No,,3.0,225.0,Hyper equipped,,,,,,,798.0,,,,house,
10148289,loppem,376000€,No,,5.0,140.0,,,,Yes,,,,141.0,,,,house,
10269747,beernem,361223€,No,,3.0,,,,,Yes,,,,255.0,,,,house,
10262951,sint-andries,649000€,Yes,,4.0,,,,,,,,,,,,,house,
10296927,lissewege,369000€,No,,3.0,142.0,Installed,No,,,,,,472.0,3.0,,Good,house,
10291789,zedelgem,398000€,No,,3.0,170.0,Installed,No,,,,,,587.0,4.0,,As new,house,
10073312,knokke,895000€,No,,4.0,220.0,,No,,,73.0,,,138.0,2.0,,Good,house,
10237463,sijsele,314000€,No,,4.0,,,,,,,,,712.0,,,To renovate,house,
10295838,oostende,305000€,No,,4.0,,Installed,No,,,,,61.0,164.0,2.0,,Good,house,
10193933,oudenburg,503333€,No,,3.0,,,,,,,,,1214.0,,,,house,
10231155,oostende,Starting price : 200000€,No,Link to online sale,2.0,167.0,Installed,,,,,,,681.0,3.0,,Just renovated,house,
10241181,sint-michiels,450000€,No,,4.0,,,,,,,,,374.0,,,As new,house,
10243536,lombardsijde,300000€,No,,3.0,146.0,,No,,,,,186.0,332.0,,,,house,
10218863,torhout,369000€,No,,4.0,278.0,Installed,No,,,,,593.0,1068.0,4.0,,Good,house,
10201828,de-haan,375000€,No,,3.0,105.0,Installed,,,,,,70.0,127.0,2.0,,As new,house,
10279790,bredene,379000€,No,,3.0,100.0,,,,,,,128.0,265.0,,,,house,
10012515,knokke,2175000€,No,,4.0,255.0,,No,,,,Yes,,586.0,,,,house,
10201618,oostende,305000€,No,,4.0,214.0,Installed,,,Yes,,Yes,,145.0,,,As new,house,
10126062,knokke-heist,795000€,No,,3.0,153.0,Sei equipped,No,,Yes,,,200.0,200.0,2.0,,Good,house,
10000526,knokke,1390000€,No,,3.0,349.0,,,,,,,,241.0,,,,house,
10081982,dudzele,1695000€,No,,4.0,329.0,Hyper equipped,,,Yes,,,,4348.0,4.0,,As new,house,
10217330,knokke,315000€,No,,3.0,129.0,Installed,No,,Yes,,,,148.0,2.0,,Good,house,
10212529,zedelgem,645000€,No,,4.0,263.0,,No,,,,Yes,,3890.0,,,To renovate,house,
10288263,blankenberge,319000€,No,,3.0,206.0,Installed,No,1.0,,,Yes,,262.0,2.0,,To renovate,house,
10182150,sijsele,399000€,No,,5.0,240.0,,No,,Yes,,,,1251.0,4.0,,,house,
10311884,oudenburg,349000€,No,,4.0,361.0,Installed,No,,Yes,,Yes,,404.0,,,Good,house,
10133455,blankenberge,399000€,Yes,,4.0,222.0,,No,,Yes,,,,94.0,,,As new,house,
10194000,heist-aan-zee,399000€,No,,3.0,146.0,,,,,,,,75.0,,,,house,
10295759,brugge,1750000€,Yes,,15.0,28.0,Installed,No,,,,,,150.0,2.0,,Good,house,
10190926,brugge,895000€,No,,3.0,253.0,,,,Yes,,,,101.0,,,,house,
10266408,brugge,349000€,No,,2.0,72.0,Hyper equipped,No,,,10.0,,,72.0,,,As new,house,
10312809,sint-kruis,329000€,No,,3.0,163.0,Installed,No,1.0,Yes,,,,140.0,,,As new,house,
10117575,loppem,520000€,,,3.0,156.0,Installed,No,,,20.0,,600.0,931.0,4.0,,Good,house,
10284389,lissewege,389000€,No,,3.0,122.0,,,,,,,,185.0,,,,house,
10261222,torhout,415000€,No,,3.0,170.0,Hyper equipped,No,,Yes,,Yes,,405.0,,,,house,
10214242,zedelgem,375000€,No,,3.0,,Not installed,,1.0,Yes,,,200.0,629.0,4.0,,To renovate,house,
10269746,beernem,421795€,No,,3.0,,,,,Yes,,,,315.0,,,,house,
10224094,brugge,358000€,No,,5.0,161.0,,No,,,8.0,,,75.0,2.0,,Good,house,
10294149,heist-aan-zee,1050000€,No,,5.0,,,No,,,,,,365.0,,,,house,
10137824,oostende,335000€,No,,3.0,103.0,,No,,,,,,1359.0,,,To renovate,house,
10253814,sint-andries,399000€,Yes,,3.0,300.0,Installed,No,,,,,,237.0,,,As new,house,
10224131,sint-kruis,515000€,No,,3.0,,Hyper equipped,,,,,,,582.0,3.0,,,house,
10304916,eernegem,435000€,Yes,,3.0,305.0,USA hyper equipped,No,2.0,Yes,,Yes,,447.0,3.0,,As new,house,
10256553,brugge,530000€,No,,8.0,775.0,,No,,,,,,,,,,house,
10127553,knokke,850000€,No,,4.0,,Installed,No,,Yes,,,,93.0,2.0,,Good,house,
10282009,sint-andries,698000€,No,,4.0,244.0,,,,Yes,,Yes,,800.0,,,As new,house,
10289823,sint-joris,366000€,No,,3.0,,,,,,,Yes,,354.0,,,,house,
10273828,brugge,369000€,No,,3.0,120.0,Hyper equipped,No,,Yes,,Yes,,203.0,,,As new,house,
10231439,oostende,Starting price : 90000€,No,Link to online sale,4.0,,,,,,,,,53.0,2.0,,,house,
10299690,brugge,1150000€,No,,5.0,296.0,,No,,,,,,1382.0,,,,house,
10176134,brugge,490000€,No,,3.0,245.0,Installed,,,,,,,300.0,2.0,,As new,house,
9975992,blankenberge,350000€,Yes,,3.0,420.0,Installed,No,,,,,,105.0,,,,house,
10174260,oudenburg,579141€,No,,3.0,169.0,Hyper equipped,,,Yes,,,,1214.0,,,,house,
9972471,brugge,319000€,Yes,,5.0,286.0,,No,,,,,,330.0,,,To renovate,house,
10135828,knokke,3950000€,No,,5.0,,Hyper equipped,No,,,,,,1084.0,4.0,,As new,house,
9996143,brugge,379000€,No,,4.0,132.0,Installed,No,1.0,,25.0,,100.0,184.0,2.0,,Just renovated,house,
10250312,ichtegem,353000€,No,,3.0,200.0,,No,,Yes,,,,385.0,,,,house,
10302756,beernem,990000€,Yes,,8.0,304.0,,No,,Yes,,,,198.0,2.0,,,house,
10231123,gistel,369000€,No,,5.0,223.0,Installed,No,,Yes,,Yes,,450.0,,,As new,house,
10304387,oostende,549000€,No,,3.0,,,No,,Yes,,,,60.0,2.0,,As new,house,
10289709,ichtegem,348000€,No,,3.0,173.0,,No,,,,,,504.0,3.0,,Good,house,
9880267,torhout,529000€,No,,4.0,380.0,Installed,No,,,,,,808.0,4.0,,Good,house,
9804442,brugge,1350000€,Yes,,,,Installed,No,,,,,,306.0,4.0,,To be done up,house,
10213833,st-kruis,450000€,Yes,,4.0,,Installed,,,,,,,170.0,2.0,,Just renovated,house,
10206066,loppem,649000€,No,,4.0,211.0,Installed,No,,,,,,5826.0,4.0,,To renovate,house,
10120831,brugge-assebroek,369000€,No,,4.0,130.0,Installed,,,Yes,,,,402.0,3.0,,,house,
10040316,brugge,495000€,No,,3.0,,,,,Yes,,,,,,,,house,
10291245,brugge,308000€,Yes,,2.0,100.0,,No,,,,,,110.0,,,,house,
10252785,assebroek,358000€,,,3.0,139.0,,Yes,,,34.0,,34.0,101.0,2.0,,As new,house,
10203342,bredene,657000€,No,,6.0,540.0,Hyper equipped,No,,,,,273.0,665.0,,,As new,house,
10306230,knokke,1160000€,No,,3.0,329.0,,,,,,,,183.0,,,,house,
9993086,brugge,1239000€,Yes,,12.0,420.0,,No,,,,Yes,,,,,,house,
10275254,knokke-heist,599000€,No,,5.0,181.0,,No,,Yes,,,,180.0,2.0,,To renovate,house,
10288379,knokke-heist,895000€,No,,9.0,550.0,,,,,,Yes,,1500.0,,,To renovate,house,
10042112,sint-andries,450000€,No,,6.0,314.0,Sei equipped,No,,,,Yes,,440.0,2.0,,To be done up,house,
9728197,brugge,395000€,Yes,,,,,,,,,,,,4.0,,Good,house,
10302435,knokke,1295000€,No,,4.0,311.0,Hyper equipped,,,,,Yes,,690.0,,,,house,
10300582,westkapelle,1875000€,No,,4.0,360.0,Hyper equipped,No,,,,Yes,,798.0,,,,house,villa
10294416,ruddervoorde,539000€,No,,4.0,311.0,Installed,No,,,,,730.0,1320.0,4.0,,Good,house,villa
10274585,oedelem,639000€,No,,6.0,288.0,Installed,No,1.0,,,,475.0,969.0,4.0,,Good,house,villa
10180255,sint-andries,945000€,No,,4.0,360.0,Installed,No,,,,,,2497.0,4.0,,To be done up,house,villa
9723409,knokke-heist-knokke,2145000€,No,,5.0,263.0,Hyper equipped,No,,Yes,,,,683.0,4.0,,As new,house,villa
10294729,knokke-zoute,7850000€,No,,6.0,425.0,USA hyper equipped,,,Yes,,,928.0,928.0,4.0,,As new,house,villa
10298363,sint-andries,675000€,No,,3.0,205.0,Installed,No,,Yes,,,,748.0,4.0,,Good,house,villa
10306225,sint-andries,745000€,No,,3.0,212.0,Hyper equipped,No,1.0,,,Yes,,631.0,4.0,,As new,house,villa
9998919,knokke-heist-knokke,2155000€,No,,5.0,252.0,USA sei equipped,,,Yes,,,,458.0,3.0,,As new,house,villa
10121977,knokke-heist,3650000€,No,,4.0,222.0,USA hyper equipped,No,,Yes,,,515.0,515.0,3.0,,Good,house,villa
9923424,knokke-heist,3850000€,No,,4.0,238.0,Hyper equipped,Yes,,Yes,,,599.0,599.0,3.0,,As new,house,villa
10036081,knokke-heist,3995000€,No,,5.0,260.0,USA hyper equipped,,,Yes,,,925.0,925.0,3.0,,As new,house,villa
10222217,jabbeke,595000€,No,,3.0,464.0,Sei equipped,No,1.0,,,,,2000.0,4.0,,To be done up,house,villa
10222220,varsenare,650000€,No,,5.0,373.0,Installed,No,1.0,Yes,,,,1360.0,4.0,,Good,house,villa
9922307,knokke-heist,2175000€,No,,4.0,255.0,USA hyper equipped,No,,Yes,,,586.0,586.0,4.0,,As new,house,villa
10197405,sint-michiels,775000€,No,,5.0,819.0,Installed,No,,Yes,,,,1103.0,4.0,,Good,house,villa
10105853,knokke,2145000€,No,,5.0,263.0,Installed,,,Yes,,,,695.0,4.0,,Good,house,villa
10297273,oostkamp,549000€,No,,5.0,261.0,,No,,,,,576.0,1008.0,,,To be done up,house,villa
10280077,knokke-heist,2650000€,No,,5.0,319.0,Hyper equipped,No,,Yes,,,793.0,793.0,4.0,,Just renovated,house,villa
10214579,loppem,525000€,No,,3.0,252.0,Installed,,1.0,,,,,809.0,,,To be done up,house,villa
10188620,oostkamp,563000€,No,,3.0,,Hyper equipped,No,,,,Yes,,542.0,4.0,,As new,house,villa
10244236,brugge-sint-kruis,595000€,No,,5.0,274.0,USA hyper equipped,No,,,35.0,,,731.0,4.0,,Good,house,villa
10288672,knokke-heist-knokke,3895000€,No,,5.0,377.0,Hyper equipped,No,,Yes,,,,861.0,3.0,,As new,house,villa
10243346,jabbeke,899000€,No,,3.0,302.0,Installed,Yes,,,,Yes,,3391.0,,,As new,house,villa
10281718,gistel,369000€,No,,4.0,231.0,Hyper equipped,No,,Yes,,Yes,,675.0,,,As new,house,villa
10276995,de-haan,425000€,No,,3.0,168.0,Installed,No,,,,,,612.0,,,Good,house,villa
10214132,wenduine,495000€,No,,6.0,224.0,Installed,No,,Yes,,,,600.0,,,Good,house,villa
10186785,blankenberge,499000€,No,,3.0,186.0,Installed,No,,,,,500.0,632.0,,,Good,house,villa
10203347,torhout,565000€,No,,3.0,186.0,Installed,Yes,,Yes,,Yes,,2482.0,,,Good,house,villa
10225404,oostkamp,579000€,No,,4.0,333.0,Hyper equipped,No,,,40.0,Yes,,492.0,,,As new,house,villa
10012532,bredene,599000€,No,,3.0,310.0,,No,,,45.0,,800.0,1555.0,4.0,,Good,house,villa
10175106,knokke-heist,1995000€,No,,3.0,224.0,Hyper equipped,No,,Yes,,,847.0,847.0,4.0,,As new,house,villa
10146069,knokke-heist,3250000€,No,,4.0,225.0,USA hyper equipped,No,,Yes,,,,,3.0,,As new,house,villa
10273691,torhout,369000€,No,,3.0,162.0,Installed,No,,Yes,,Yes,,768.0,,,Good,house,villa
10127698,sint-andries,759000€,No,,5.0,339.0,Installed,,,,56.0,,,813.0,,,,house,villa
10201619,de-haan,1150000€,No,,5.0,324.0,Hyper equipped,,,Yes,,,,442.0,,,As new,house,villa
10229879,de-haan,1150000€,No,,5.0,324.0,Hyper equipped,,,Yes,,,,442.0,,,As new,house,villa
10189195,damme,1250000€,No,,4.0,401.0,USA hyper equipped,No,,Yes,,,1161.0,1161.0,4.0,,As new,house,villa
10175931,knokke-zoute,3700000€,No,,7.0,277.0,Not installed,,,Yes,,,588.0,588.0,3.0,,To renovate,house,villa
10145265,knokke-heist-knokke,4500000€,No,,5.0,392.0,Hyper equipped,No,,Yes,,,,930.0,4.0,,As new,house,villa
10279991,middelkerke,478000€,No,,3.0,150.0,Hyper equipped,,,Yes,,,,507.0,4.0,,Good,house,villa
10189273,knokke-heist,3700000€,No,,7.0,277.0,,No,,Yes,,,,561.0,3.0,,To renovate,house,villa
10248256,knokke-heist,3695000€,No,,4.0,364.0,Hyper equipped,No,,Yes,,,,788.0,4.0,,As new,house,villa
10297702,knokke-heist,4350000€,No,,5.0,360.0,Hyper equipped,No,,Yes,,,,642.0,4.0,,As new,house,villa
10065573,torhout,494000€,No,,4.0,236.0,Installed,No,,,,,,674.0,4.0,,Good,house,villa
10268337,middelkerke,588000€,No,,3.0,263.0,,No,,,,,452.0,715.0,4.0,,Good,house,villa
10265028,brugge-sint-kruis,795000€,No,,4.0,300.0,USA installed,No,,,50.0,,1400.0,1632.0,4.0,,Good,house,villa
10279610,de-haan,1250000€,No,,4.0,,Hyper equipped,Yes,,Yes,,Yes,,644.0,,,,house,villa
10257834,ichtegem,1595000€,No,,4.0,537.0,Installed,No,,Yes,,Yes,,14376.0,4.0,,Good,house,villa
10274756,knokke-heist-knokke,6745000€,No,,4.0,721.0,Hyper equipped,No,,Yes,,,,1302.0,4.0,,As new,house,villa
10211616,knokke-heist-knokke,2350000€,No,,4.0,285.0,USA hyper equipped,No,,Yes,,,,1002.0,4.0,,Good,house,villa
10145985,knokke-zoute,3250000€,No,,4.0,227.0,Hyper equipped,No,,Yes,,,,249.0,3.0,,As new,house,villa
10108733,oostende,450000€,No,,3.0,218.0,Installed,No,,,,Yes,,615.0,3.0,,Good,house,villa
10175070,de-haan,499000€,No,,3.0,165.0,Installed,No,,,,,,500.0,4.0,,Good,house,villa
10270111,brugge-sint-andries,645000€,No,,4.0,160.0,,No,,,20.0,,350.0,576.0,4.0,,Just renovated,house,villa
10031475,varsenare,650000€,No,,5.0,373.0,Installed,No,,Yes,,,,1360.0,4.0,,Good,house,villa
10049751,oostende,750000€,No,,3.0,,Installed,No,,,,,2030.0,2030.0,4.0,,As new,house,villa
10301903,brugge,479000€,No,,3.0,190.0,,No,,,,,335.0,455.0,4.0,,,house,villa
9899026,knokke-heist,1795000€,No,,4.0,155.0,Hyper equipped,No,,Yes,,,90.0,140.0,2.0,,As new,house,villa
10224798,knokke-heist,1795000€,No,,4.0,155.0,Hyper equipped,No,,Yes,,,90.0,140.0,2.0,,As new,house,villa
10145986,knokke-zoute,3950000€,No,,4.0,227.0,Hyper equipped,No,,Yes,,,,285.0,3.0,,As new,house,villa
10231971,roksem,420000€,No,,2.0,,Installed,,,Yes,,,1.0,1108.0,4.0,,Good,house,villa
10224045,wenduine,635000€,No,,8.0,268.0,Hyper equipped,No,,Yes,,Yes,,394.0,,,As new,house,villa
10275849,sint-michiels,1790000€,No,,5.0,402.0,Installed,No,,Yes,,Yes,,2759.0,4.0,,As new,house,villa
10291798,zedelgem,560000€,No,,6.0,321.0,,No,,,,,,800.0,,,As new,house,villa
10289865,oedelem,695000€,No,,5.0,410.0,Hyper equipped,,,,,,,382.0,4.0,,,house,villa
10188519,damme,1195000€,No,,6.0,258.0,Installed,No,2.0,,,Yes,,5420.0,4.0,,Good,house,villa
10261670,knokke-heist-knokke,2195000€,No,,4.0,398.0,USA hyper equipped,,,,,,,883.0,4.0,,Just renovated,house,villa
10264618,knokke-heist,4995000€,No,,4.0,396.0,Hyper equipped,,,Yes,,,,,3.0,,As new,house,villa
10228216,varsenare,475000€,No,,3.0,309.0,Installed,No,,,,Yes,,1868.0,,,Good,house,villa
9216828,oostende,929000€,No,,4.0,340.0,Installed,No,,,,Yes,,830.0,4.0,,As new,house,villa
10247587,torhout,1100000€,No,,3.0,207.0,Installed,No,,,,Yes,,6113.0,4.0,,As new,house,villa
9947489,moerkerke,1195000€,No,,6.0,,,No,,Yes,,Yes,,5420.0,,,,house,villa
10308615,oedelem,666000€,No,,5.0,342.0,,,,Yes,,Yes,,1230.0,,,As new,house,villa
10241504,knokke-heist-knokke,1450000€,No,,4.0,197.0,,No,,Yes,,,,888.0,4.0,,To renovate,house,villa
10269797,knokke-zoute,3700000€,No,,7.0,400.0,,No,,,,,,660.0,,,To renovate,house,villa
10300456,knokke-heist,1295000€,No,,4.0,,,No,,Yes,,Yes,,317.0,3.0,,As new,house,villa
10300413,knokke-heist,3650000€,No,,5.0,222.0,,No,,Yes,,Yes,,515.0,3.0,,Good,house,villa
10300445,knokke-heist,3890000€,No,,4.0,390.0,Installed,No,,Yes,,Yes,,1389.0,4.0,,As new,house,villa
10199905,jabbeke,449000€,No,,3.0,175.0,Installed,No,,,,Yes,,675.0,4.0,,Good,house,villa
10135931,bredene,695000€,No,,9.0,318.0,Installed,,,,,Yes,,1136.0,,,,house,villa
9808037,ichtegem,795000€,,,4.0,431.0,Installed,No,,Yes,,,,1960.0,4.0,,As new,house,villa
10186185,knokke,1795000€,No,,4.0,152.0,Installed,No,,,,,,346.0,4.0,,Good,house,villa
10301473,lissewege,1250000€,No,,6.0,530.0,Hyper equipped,No,,,,,,10534.0,,,As new,house,villa
9927443,westende,337500€,No,,3.0,205.0,,Yes,,,,,,497.0,3.0,,,house,villa
10268141,de-haan,399000€,No,,2.0,,Installed,No,,,,,,358.0,4.0,,Good,house,villa
10098489,bredene,455000€,No,,3.0,184.0,,No,,,,Yes,,600.0,,,Good,house,villa
10275900,varsenare,730000€,No,,5.0,266.0,,No,,Yes,,,,460.0,,,As new,house,villa
10280370,knokke-heist,1595000€,No,,6.0,360.0,Hyper equipped,,,Yes,,,,496.0,4.0,,As new,house,villa
10058146,blankenberge,849000€,No,,5.0,429.0,Installed,,,Yes,,,,1274.0,4.0,,As new,house,villa
10300582,westkapelle,1875000€,No,,4.0,360.0,Hyper equipped,No,,,,Yes,,798.0,,,,house,villa
10136118,knokke-heist,3950000€,No,,4.0,502.0,USA hyper equipped,,,Yes,,,510.0,1084.0,4.0,,As new,house,villa
10274568,damme,565000€,No,,4.0,240.0,,,,Yes,,,,950.0,,,,house,villa
10187718,knokke-heist,1795000€,No,,4.0,152.0,,,,Yes,,,298.0,372.0,4.0,,,house,villa
10307254,knokke-heist,3700000€,No,,7.0,277.0,,No,,Yes,,Yes,,588.0,3.0,,To renovate,house,villa
10083607,moerkerke,1195000€,No,,6.0,258.0,Hyper equipped,,,,,,,5420.0,4.0,,,house,villa
10136117,knokke-heist,4200000€,No,,4.0,531.0,Hyper equipped,,,Yes,,,1194.0,1194.0,4.0,,As new,house,villa
10295203,ichtegem,479000€,No,,3.0,,Installed,No,,,,Yes,,662.0,4.0,,Good,house,villa
9768587,sint-michiels,875000€,No,,6.0,,,No,1.0,,,Yes,,702.0,4.0,,,house,villa
10309961,oostende,Starting price : 550000€,No,Link to online sale,4.0,,,,,,,,,915.0,4.0,,,house,villa
10300450,knokke-heist,4650000€,No,,8.0,443.0,,No,,,,Yes,,892.0,3.0,,To renovate,house,villa
9897764,knokke-heist,1795000€,No,,4.0,155.0,USA hyper equipped,,,Yes,,,,1048.0,3.0,,Good,house,villa
10263481,knokke-heist,2195000€,No,,4.0,398.0,,,,Yes,,Yes,,883.0,,,Just renovated,house,villa
10267145,knokke-heist,3565000€,No,,5.0,248.0,,,,,,Yes,,536.0,,,,house,villa
10284715,knokke-heist,5850000€,No,,7.0,289.0,USA hyper equipped,No,,Yes,,,,988.0,4.0,,Just renovated,house,villa
10269190,oostkamp,559000€,No,,5.0,268.0,,No,,,,,,579.0,4.0,,,house,villa
10253572,de-haan,650000€,No,,4.0,,Installed,No,,,,Yes,,568.0,4.0,,,house,villa
9816910,middelkerke,760000€,No,,3.0,242.0,,,,Yes,,Yes,,1093.0,,,As new,house,villa
10193893,knokke,1795000€,No,,4.0,373.0,Installed,No,,,,Yes,,155.0,,,To renovate,house,villa
10235092,het-zoute,2650000€,No,,3.0,175.0,Installed,No,,,,Yes,,548.0,,,Good,house,villa
10036076,knokke-heist-knokke,3650000€,No,,3.0,,,,,,,,,1446.0,4.0,,As new,house,villa
10300410,knokke-heist,3500000€,No,,5.0,331.0,,No,,Yes,,Yes,,551.0,4.0,,To renovate,house,villa
10018501,knokke-heist-knokke,3500000€,No,,5.0,331.0,,,,Yes,,,,551.0,4.0,,To renovate,house,villa
10175572,het-zoute,3700000€,No,,6.0,277.0,,No,,,,,,588.0,,,To renovate,house,villa
10312808,oostkamp,595000€,No,,5.0,276.0,USA installed,No,,Yes,,Yes,,1000.0,,,As new,house,villa
10303773,knokke-heist,7200000€,No,,5.0,,,No,,Yes,,Yes,,1670.0,4.0,,As new,house,villa
10125802,sijsele,634500€,No,,4.0,235.0,,,,Yes,,,,674.0,,,,house,villa
10085429,zedelgem,599000€,No,,5.0,411.0,,,,Yes,,,,806.0,4.0,,Good,house,villa
10300446,knokke-heist,1990000€,No,,5.0,278.0,,No,,Yes,,Yes,,661.0,4.0,,As new,house,villa
10206927,sint-andries,Starting price : 260000€,No,Link to online sale,5.0,,,,,,,,,760.0,4.0,,,house,villa
10154465,westende,349500€,No,,3.0,178.0,,No,,,,Yes,,600.0,,,To be done up,house,villa
10151421,oostkamp,1195000€,No,,11.0,800.0,Installed,,,,,,,13607.0,,,,house,villa
10303948,knokke-heist,5850000€,No,,7.0,289.0,Hyper equipped,No,,Yes,,,,988.0,4.0,,As new,house,villa
10251340,knokke,2195000€,No,,4.0,,Installed,No,,,,,,883.0,,,,house,villa
10300448,knokke-heist,1725000€,No,,4.0,212.0,,No,,Yes,,Yes,,685.0,4.0,,As new,house,villa
10303489,ichtegem,424950€,No,,3.0,,,,,Yes,,,,1285.0,4.0,,Good,house,villa
9886066,sijsele,612800€,No,,4.0,230.0,,,,Yes,,,,553.0,,,,house,villa
10007129,brugge,1250000€,No,,4.0,621.0,,,,,,,,5215.0,,,To renovate,house,villa
10262332,middelkerke,365000€,No,,3.0,135.0,,No,,,,Yes,,314.0,,,,house,villa
10262331,middelkerke,375000€,No,,4.0,164.0,,No,,,,Yes,,366.0,,,,house,villa
10138303,knokke-heist-knokke,3850000€,No,,5.0,620.0,USA hyper equipped,,,Yes,,,,649.0,4.0,,As new,house,villa
10177806,knokke,3700000€,No,,6.0,277.0,,,,,,,,588.0,,,To renovate,house,villa
10299555,ichtegem,424950€,No,,3.0,,,,,Yes,,,,1285.0,4.0,,Good,house,villa
10300546,knokke-heist,5850000€,No,,7.0,289.0,,,,,,Yes,,988.0,,,,house,villa
10289083,knokke-heist,5850000€,No,,7.0,289.0,USA hyper equipped,No,,Yes,,,,988.0,4.0,,Just renovated,house,villa
10188640,sint-andries,1295000€,No,,3.0,180.0,,,,,,Yes,,3100.0,,,,house,villa
10269886,knokke-heist,2195000€,No,,4.0,300.0,,,,Yes,,,,886.0,4.0,,As new,house,villa
10254123,knokke,2195000€,No,,4.0,,,No,,,,,,883.0,4.0,,,house,villa
10289550,knokke,1350000€,No,,5.0,,,No,,,,Yes,,,,,,house,villa
10136086,knokke-heist-knokke,3950000€,No,,5.0,502.0,,,,Yes,,,,1084.0,4.0,,As new,house,villa
10176068,knokke,3700000€,No,,7.0,277.0,,,,Yes,,,,588.0,3.0,,To renovate,house,villa
10288763,knokke-heist,5850000€,No,,7.0,289.0,Hyper equipped,,,Yes,,,,988.0,4.0,,Just renovated,house,villa
10136083,knokke-heist-knokke,4200000€,No,,4.0,,,,,Yes,,,,1194.0,4.0,,As new,house,villa
10293171,het-zoute,5850000€,No,,7.0,289.0,,No,,,,,,988.0,,,,house,villa
9230383,torhout,340000€,No,,3.0,,,No,,,,Yes,,487.0,,,,house,villa
10251520,knokke,2195000€,No,,4.0,,,,,,,,,,,,,house,villa
10292309,knokke,5850000€,No,,7.0,289.0,,No,,,,,,988.0,,,,house,villa
10249697,knokke-heist,2195000€,No,,4.0,,,No,,Yes,,,,,4.0,,As new,house,villa
10266418,varsenare,599000€,No,,3.0,220.0,Installed,No,,Yes,,,,1500.0,4.0,,Good,house,villa
10307020,oostende,499000€,No,,5.0,251.0,USA installed,,1.0,,32.0,,1.0,521.0,3.0,,Good,house,villa
10264319,oostende,769000€,No,,5.0,375.0,,No,,Yes,,,,640.0,4.0,,Good,house,villa
10274266,knokke-heist,2195000€,No,,4.0,128.0,Installed,No,,,,Yes,,883.0,4.0,,Good,house,villa
10268846,middelkerke,410000€,No,,2.0,,Installed,No,,Yes,,,,521.0,4.0,,Good,house,villa
10226290,bredene,489000€,No,,5.0,240.0,Installed,,,,70.0,,150.0,715.0,4.0,,Good,house,villa
